10,0,1,0,1,1,1,2,10
10,0,1,0,1,1,1,5,30
10,0,1,0,1,0,1,4,10
10,0,1,0,1,0,1,2,30
10,0,1,0,1,1,1,8,10
10,0,1,0,1,0,1,2,10
10,0,1,0,1,1,1,4,10
10,0,0,0,0,0,1,5,10
10,1,0,0,0,1,1,3,10
10,0,0,0,1,1,1,3,10
10,0,1,0,1,1,1,5,10
10,0,1,0,1,0,1,7,10
10,0,1,0,1,1,1,2,10
10,0,1,0,1,1,1,4,10
10,0,1,0,1,0,1,6,10
10,0,1,0,1,1,1,9,30
10,0,1,0,1,1,1,3,30
10,0,1,0,1,1,1,5,10
10,0,1,0,1,0,1,1,30
10,0,1,0,1,1,1,3,10
10,0,1,0,1,1,1,3,0
10,0,1,0,1,1,1,6,20
10,0,1,0,0,0,1,9,10
10,0,1,0,1,1,1,9,0
10,0,1,0,1,1,1,4,0
10,0,1,0,1,0,1,10,10
10,0,1,0,1,0,1,6,0
10,0,1,0,1,0,1,4,0
10,0,1,0,1,1,1,2,0
10,1,1,0,1,1,1,6,0
10,0,1,0,1,1,1,6,0
10,0,1,0,1,0,1,2,0
10,0,1,0,1,0,1,8,0
10,0,1,0,1,0,1,3,10
10,0,1,0,0,0,1,2,0
10,0,1,0,1,0,1,4,0
10,0,1,0,1,1,1,4,10
10,0,1,0,1,1,1,5,0
10,0,1,0,0,0,1,4,0
10,0,1,0,1,0,1,6,10
10,0,1,0,1,0,1,1,0
10,0,1,0,1,1,1,4,0
10,0,1,0,0,0,1,6,10
10,0,1,0,0,0,1,4,0
10,0,1,0,1,0,1,4,10
10,0,1,0,1,1,1,2,0
10,0,1,0,1,1,1,4,10
10,0,1,0,1,1,1,4,10
10,0,0,0,0,1,1,5,0
10,0,1,0,1,1,1,5,0
10,0,1,0,1,1,1,2,0
10,0,1,0,1,1,1,4,0
10,0,1,0,1,0,1,5,0
10,0,1,0,1,0,1,5,10
10,0,1,0,1,0,1,6,30
10,0,1,0,1,1,1,1,20
10,0,1,0,1,1,1,2,20
10,0,0,1,0,1,1,6,20
10,0,1,0,1,0,1,7,10
10,0,1,0,1,1,1,2,20
10,0,1,0,1,1,1,4,10
10,0,1,0,1,1,1,3,10
10,0,1,0,1,1,1,3,10
10,0,0,0,0,1,1,4,30
10,0,0,0,1,1,1,8,10
10,0,0,0,0,0,0,0,20
10,0,0,0,1,0,1,4,20
10,0,0,0,1,0,0,0,10
10,0,0,0,1,1,1,1,10
10,1,1,0,1,1,1,3,10
10,0,1,0,1,1,1,3,20
10,0,1,0,1,0,1,4,10
10,0,1,0,1,1,1,5,10
10,1,1,0,1,1,1,4,10
10,0,1,0,1,0,1,6,50
10,0,1,0,1,1,1,4,10
10,0,0,0,0,1,1,4,10
10,0,1,0,1,1,1,4,10
10,0,1,0,1,0,1,6,10
10,1,1,0,1,0,1,4,0
10,0,1,0,1,0,1,4,30
10,0,1,0,1,0,1,1,10
10,0,1,0,1,0,1,5,30
10,0,0,0,0,0,1,7,10
10,0,0,0,0,0,1,4,10
10,1,0,0,1,0,1,2,10
10,0,0,0,1,0,1,3,10
10,0,0,0,1,0,1,4,10
10,0,0,0,1,0,1,2,10
10,0,1,0,1,0,1,3,10
10,0,0,1,1,0,1,3,10
10,0,0,0,1,1,1,3,10
10,0,0,0,1,0,1,5,10
10,0,0,0,0,1,1,2,10
10,1,0,0,1,1,1,2,10
10,0,0,0,1,1,1,1,10
10,0,0,0,1,1,1,2,10
10,0,0,0,1,1,1,3,10
10,0,0,0,1,1,1,3,10
10,0,0,0,0,1,1,3,10
10,1,0,0,1,1,1,3,10
10,0,0,0,1,1,1,2,10
10,0,0,0,1,1,1,1,10
10,1,0,0,1,1,1,1,10
10,0,0,0,1,1,1,3,10
10,0,0,0,1,1,1,2,10
10,0,0,0,1,1,1,1,30
10,0,0,0,0,1,1,3,10
10,0,0,0,1,1,0,0,10
10,0,0,0,0,1,1,4,10
10,0,0,0,1,1,1,2,10
10,0,0,0,1,1,1,3,10
10,0,0,0,0,0,1,2,10
10,0,0,0,1,1,1,2,10
10,0,0,0,1,1,1,2,10
10,0,0,0,0,1,1,3,10
10,0,0,0,1,0,1,4,60
10,0,1,0,1,0,1,4,10
10,0,0,1,0,1,1,8,10
10,0,1,0,1,0,1,4,10
10,0,1,0,1,0,1,6,10
11,0,1,0,1,0,1,4,10
10,0,1,0,1,0,1,2,10
10,0,1,0,1,0,1,5,10
10,0,1,0,1,1,1,3,10
10,0,0,0,1,1,1,7,10
10,0,1,0,1,1,1,4,10
10,0,1,0,0,0,1,4,10
10,0,1,0,0,1,1,4,10
10,0,1,0,1,0,1,3,10
10,1,0,1,0,1,1,4,10
10,0,0,0,1,0,1,4,20
10,0,1,0,1,0,1,4,30
10,0,1,0,1,0,1,3,30
10,0,1,0,1,1,1,3,10
10,0,1,0,1,0,1,3,10
10,0,1,0,1,1,1,3,10
10,0,0,0,0,0,1,5,10
10,0,1,0,1,0,1,4,20
10,0,0,0,0,0,1,4,10
10,0,0,0,0,0,1,4,20
10,0,0,0,0,0,1,4,30
10,0,0,0,0,1,1,4,10
10,0,0,0,0,1,1,5,10
10,0,1,0,1,1,1,3,10
10,0,0,0,0,1,1,5,20
10,0,0,0,0,0,1,6,20
10,0,0,0,0,1,1,7,20
10,0,1,0,1,0,1,3,30
10,0,0,0,0,0,1,4,20
10,0,0,0,0,0,1,13,30
10,0,0,0,1,1,1,10,30
10,0,1,0,1,1,1,4,30
10,0,1,0,1,1,1,6,0
10,0,1,0,1,1,1,5,20
10,0,0,0,0,1,1,3,20
10,0,0,0,1,1,1,4,30
10,0,0,0,0,1,1,2,60
10,0,1,0,1,0,1,7,10
10,0,1,0,1,1,1,1,20
10,0,1,0,1,1,1,4,20
10,0,0,0,0,1,1,10,20
10,0,0,0,0,1,1,10,20
10,0,1,0,1,0,1,3,20
10,0,1,0,1,0,0,0,20
10,0,1,0,1,1,0,0,20
10,0,1,0,1,1,0,0,20
10,0,0,0,1,0,1,1,20
10,0,0,0,1,0,1,1,20
10,0,0,0,1,0,1,1,20
10,1,0,0,1,0,0,0,20
10,1,0,0,1,0,0,0,20
10,1,0,0,1,0,1,2,20
10,0,1,0,1,1,1,3,20
10,0,1,0,1,0,1,8,20
10,0,1,0,1,0,1,3,20
10,0,1,0,1,0,1,4,0
10,0,1,0,1,0,1,1,20
10,0,0,0,1,0,1,1,20
10,0,1,0,1,0,1,1,20
10,0,1,0,1,0,1,1,40
10,0,1,0,1,0,1,1,20
10,0,1,0,1,0,1,3,0
10,0,1,0,1,0,1,6,20
10,0,1,0,1,1,1,5,20
10,0,1,0,1,0,1,5,20
10,0,0,0,1,0,1,4,20
10,0,1,0,1,0,1,4,20
10,0,1,0,1,0,1,6,0
10,0,1,0,1,1,1,4,20
10,0,1,0,1,0,1,2,20
