FeatureValue   |   Average TimeWithMD
       1      |       20.6712904922      
       2      |       21.1267123288      
       3      |       18.2986030268      
       4      |       24.2850678733      
       5      |       25.5384615385      
       6      |       21.0      
       7      |       22.9285714286      
       8      |       26.0336134454      
