FeatureValue   |   Average TimeWithMD
       0      |       20.0023357831      
       1      |       20.8840881676      
       2      |       22.3114035088      
       3      |       22.7311827957      
       4      |       23.6099773243      
       5      |       25.5301204819      
       6      |       25.2352941176      
       7      |       30.7419354839      
       8      |       29.375      
       9      |       18.6099137931      
