FeatureValue   |   Average TimeWithMD
       0      |       20.5711687682      
       1      |       19.7853410957      
       2      |       20.5585565138      
       3      |       20.9482993197      
       4      |       21.2660167131      
       5      |       20.7742561449      
       6      |       21.09      
       7      |       21.0677808728      
       8      |       21.3710713079      
