FeatureValue   |   Average TimeWithMD
       1      |       20.4608291829      
       2      |       20.6206188214      
       3      |       19.1297795771      
       4      |       21.6913580247      
       5      |       25.2104938272      
       6      |       22.0862745098      
       7      |       19.9531442663      
       8      |       22.1109799292      
       9      |       19.5627240143      
