FeatureValue   |   Average TimeWithMD
       1723      |       26.6666666667      
       1724      |       16.9411764706      
       1725      |       18.0      
       1732      |       20.7931034483      
       1733      |       27.5555555556      
       2649      |       44.375      
       3302      |       20.6363636364      
       6535      |       14.5833333333      
       1738      |       15.0      
       1739      |       16.1538461538      
       2581      |       31.4444444444      
       1741      |       5.83333333333      
       3021      |       15.5      
       1744      |       31.3333333333      
       1746      |       26.7647058824      
       1747      |       16.6      
       1748      |       22.0625      
       1750      |       36.8421052632      
       1753      |       24.1304347826      
       1754      |       18.6896551724      
       6095      |       23.3333333333      
       6313      |       16.6666666667      
       1762      |       25.4166666667      
       1763      |       15.0      
       1765      |       18.9487179487      
       1766      |       24.0      
       1768      |       22.652173913      
       1773      |       14.8620689655      
       1775      |       24.9411764706      
       2855      |       16.5151515152      
       1778      |       11.9230769231      
       1781      |       24.696969697      
       1782      |       17.5      
       1787      |       15.8611111111      
       1792      |       20.625      
       1793      |       37.0      
       6443      |       15.0      
       1796      |       27.3076923077      
       1798      |       25.4545454545      
       1799      |       20.0      
       6444      |       18.3      
       1804      |       23.1333333333      
       1805      |       19.8636363636      
       1806      |       21.0      
       1807      |       50.4      
       1808      |       37.0      
       1809      |       19.5454545455      
       1811      |       30.8333333333      
       1813      |       12.8571428571      
       1814      |       19.4814814815      
       2351      |       30.8235294118      
       1820      |       19.1290322581      
       6653      |       0.0      
       1826      |       28.59375      
       1829      |       6.97368421053      
       1834      |       24.4333333333      
       1835      |       20.0238095238      
       2857      |       15.8333333333      
       1839      |       15.0      
       1846      |       23.6956521739      
       6793      |       14.6153846154      
       1848      |       9.73076923077      
       6043      |       28.9130434783      
       1850      |       21.0      
       1851      |       32.5      
       1852      |       15.5      
       6794      |       13.8846153846      
       1858      |       16.265625      
       1860      |       18.2692307692      
       1861      |       13.9090909091      
       1862      |       14.7575757576      
       1864      |       18.2894736842      
       1865      |       14.4      
       3383      |       22.3529411765      
       1869      |       13.0769230769      
       1870      |       25.3333333333      
       1871      |       18.1578947368      
       2360      |       28.8888888889      
       1876      |       12.28125      
       1877      |       14.6428571429      
       1879      |       18.5897435897      
       1880      |       10.7894736842      
       1881      |       11.3043478261      
       1882      |       15.1212121212      
       1883      |       12.4571428571      
       1885      |       17.0384615385      
       6473      |       14.6428571429      
       1887      |       8.0      
       1890      |       14.8709677419      
       2363      |       0.0      
       1894      |       10.1612903226      
       1897      |       11.0606060606      
       1898      |       9.21428571429      
       3047      |       23.1428571429      
       1902      |       18.3333333333      
       1904      |       18.9534883721      
       1905      |       16.0869565217      
       6803      |       11.25      
       1908      |       12.7083333333      
       1910      |       18.3928571429      
       1913      |       26.4583333333      
       6463      |       21.75      
       1916      |       23.3636363636      
       6014      |       20.5263157895      
       6015      |       18.8571428571      
       1920      |       14.2647058824      
       2368      |       51.25      
       3269      |       17.1875      
       1923      |       25.75      
       1924      |       17.5      
       3393      |       25.4      
       1928      |       20.6      
       1929      |       12.46875      
       1932      |       33.0555555556      
       1933      |       14.5      
       1934      |       13.5      
       6125      |       20.1052631579      
       1936      |       34.1666666667      
       1937      |       11.8518518519      
       6034      |       43.3333333333      
       1939      |       15.1290322581      
       1940      |       22.6470588235      
       1942      |       25.6666666667      
       2713      |       15.0      
       1944      |       10.0      
       6475      |       15.2941176471      
       1947      |       27.5714285714      
       1949      |       23.28125      
       1950      |       21.75      
       2386      |       36.5      
       1952      |       20.1612903226      
       3056      |       20.3333333333      
       1955      |       16.0869565217      
       1956      |       18.3333333333      
       1957      |       20.0      
       1958      |       16.0416666667      
       3057      |       25.92      
       2716      |       10.0      
       1962      |       30.0      
       1964      |       20.0      
       2717      |       18.5625      
       1968      |       22.8      
       1972      |       23.4615384615      
       2718      |       12.2727272727      
       1974      |       30.0      
       1975      |       16.2352941176      
       1976      |       25.5952380952      
       6073      |       21.5473684211      
       2719      |       12.9166666667      
       1981      |       14.2173913043      
       1982      |       14.8611111111      
       1983      |       25.7619047619      
       2720      |       19.1607142857      
       1986      |       13.3333333333      
       3403      |       23.1388888889      
       6084      |       25.0357142857      
       1991      |       10.5263157895      
       6954      |       16.3181818182      
       6093      |       22.2972972973      
       3405      |       17.0930232558      
       2000      |       0.0      
       2001      |       12.25      
       2002      |       15.1515151515      
       2003      |       0.0      
       2007      |       15.6875      
       2008      |       15.0      
       2010      |       18.34375      
       2011      |       19.0909090909      
       2012      |       23.75      
       2015      |       18.4722222222      
       3067      |       23.2432432432      
       2022      |       18.75      
       2023      |       27.24      
       2024      |       21.9705882353      
       6684      |       18.9210526316      
       6123      |       21.8      
       2028      |       17.6857142857      
       2029      |       22.8529411765      
       2728      |       7.95454545455      
       2034      |       19.6      
       2035      |       15.625      
       2040      |       27.4242424242      
       2041      |       21.0476190476      
       2043      |       20.5      
       2044      |       15.0      
       2046      |       24.3076923077      
       2047      |       11.3548387097      
