FeatureValue   |   Average TimeWithMD
       0      |       20.664726818      
       1      |       20.0871976583      
       2      |       20.6578839028      
       3      |       21.1737242128      
       4      |       23.1620879121      
       5      |       21.6693548387      
       6      |       23.9710144928      
       7      |       21.0      
       8      |       32.2      
